时间,加速度X(g),加速度Y(g),加速度Z(g),角速度X(°/s),角速度Y(°/s),角速度Z(°/s),角度X(°),角度Y(°),角度Z(°),磁场X(ʯt),磁场Y(ʯt),磁场Z(ʯt),,,,,
4.525,0.585,0.872,-0.087,-1.038,-4.7,30.029,95.905,-29.74,-25.461,20.375,40.033,-22.875,,,,,
4.53,0.605,0.872,-0.087,-1.038,-4.7,30.029,95.922,-29.888,-25.466,20.2,39.758,-22.975,,,,,
4.535,0.605,0.866,-0.104,-0.549,-6.714,39.612,95.949,-30.086,-25.488,20.008,39.417,-23.092,,,,,
4.54,0.605,0.866,-0.104,-0.549,-6.714,39.612,95.982,-30.284,-25.51,19.808,39.025,-23.217,,,,,
4.545,0.605,0.866,-0.104,-0.549,-6.714,39.612,96.01,-30.482,-25.538,19.642,38.583,-23.308,,,,,
4.55,0.639,0.866,-0.104,-0.549,-6.714,39.612,96.037,-30.674,-25.56,19.492,38.1,-23.4,,,,,
4.555,0.639,0.877,-0.107,-0.305,-9.094,49.683,96.081,-30.921,-25.609,19.358,37.617,-23.458,,,,,
4.56,0.639,0.877,-0.107,-0.305,-9.094,49.683,96.125,-31.168,-25.653,19.25,37.117,-23.525,,,,,
4.565,0.639,0.877,-0.107,-0.305,-9.094,49.683,96.163,-31.41,-25.697,19.175,36.592,-23.642,,,,,
4.57,0.642,0.877,-0.107,-0.305,-9.094,49.683,96.207,-31.657,-25.741,19.142,36.092,-23.767,,,,,
4.575,0.642,0.881,-0.099,-0.977,-11.292,59.814,96.257,-31.948,-25.801,19.15,35.6,-23.9,,,,,
4.58,0.642,0.881,-0.099,-0.977,-11.292,59.814,96.306,-32.245,-25.862,19.217,35.15,-24.05,,,,,
4.585,0.642,0.881,-0.099,-0.977,-11.292,59.814,96.361,-32.536,-25.922,19.325,34.767,-24.15,,,,,
4.59,0.675,0.881,-0.099,-0.977,-11.292,59.814,96.411,-32.827,-25.983,19.442,34.433,-24.217,,,,,
4.595,0.675,0.863,-0.097,-1.709,-13.428,68.542,96.471,-33.162,-26.06,19.625,34.208,-24.267,,,,,
4.6,0.675,0.863,-0.097,-1.709,-13.428,68.542,96.531,-33.497,-26.136,19.842,34.108,-24.275,,,,,
4.605,0.675,0.863,-0.097,-1.709,-13.428,68.542,96.592,-33.827,-26.213,20.075,34.167,-24.225,,,,,
4.61,0.729,0.863,-0.097,-1.709,-13.428,68.542,96.652,-34.162,-26.296,20.367,34.367,-24.158,,,,,
4.615,0.729,0.839,-0.113,-2.014,-12.146,79.834,96.713,-34.552,-26.373,20.675,34.7,-24.067,,,,,
4.62,0.729,0.839,-0.113,-2.014,-12.146,79.834,96.773,-34.942,-26.461,21,35.175,-23.942,,,,,
4.625,0.729,0.839,-0.113,-2.014,-12.146,79.834,96.839,-35.327,-26.548,21.308,35.683,-23.833,,,,,
4.63,0.695,0.839,-0.113,-2.014,-12.146,79.834,96.905,-35.717,-26.642,21.592,36.308,-23.717,,,,,
4.635,0.695,0.808,-0.13,-1.282,-13.184,89.661,96.982,-36.151,-26.752,21.8,37,-23.583,,,,,
4.64,0.695,0.808,-0.13,-1.282,-13.184,89.661,97.064,-36.59,-26.867,21.908,37.767,-23.442,,,,,
4.645,0.695,0.808,-0.13,-1.282,-13.184,89.661,97.147,-37.024,-26.993,21.933,38.542,-23.325,,,,,
4.65,0.718,0.808,-0.13,-1.282,-13.184,89.661,97.229,-37.458,-27.125,21.867,39.308,-23.225,,,,,
4.655,0.718,0.783,-0.144,-0.122,-15.93,92.59,97.333,-37.903,-27.29,21.725,40.017,-23.133,,,,,
4.66,0.718,0.783,-0.144,-0.122,-15.93,92.59,97.438,-38.348,-27.46,21.55,40.642,-23.058,,,,,
4.665,0.718,0.783,-0.144,-0.122,-15.93,92.59,97.548,-38.793,-27.636,21.3,41.183,-22.95,,,,,
4.67,0.783,0.783,-0.144,-0.122,-15.93,92.59,97.663,-39.232,-27.823,20.983,41.633,-22.875,,,,,
4.675,0.783,0.765,-0.146,1.587,-11.658,97.534,97.767,-39.705,-27.999,20.617,41.992,-22.833,,,,,
4.68,0.783,0.765,-0.146,1.587,-11.658,97.534,97.883,-40.177,-28.18,20.25,42.225,-22.792,,,,,
4.685,0.783,0.765,-0.146,1.587,-11.658,97.534,97.993,-40.644,-28.367,19.9,42.342,-22.792,,,,,
4.69,0.794,0.765,-0.146,1.587,-11.658,97.534,98.113,-41.111,-28.559,19.617,42.342,-22.817,,,,,
4.695,0.794,0.75,-0.139,4.211,-5.981,104.919,98.223,-41.622,-28.729,19.4,42.275,-22.842,,,,,
4.7,0.794,0.75,-0.139,4.211,-5.981,104.919,98.339,-42.127,-28.9,19.267,42.133,-22.892,,,,,
4.705,0.794,0.75,-0.139,4.211,-5.981,104.919,98.454,-42.638,-29.075,19.25,41.958,-22.958,,,,,
4.71,0.837,0.75,-0.139,4.211,-5.981,104.919,98.575,-43.143,-29.257,19.333,41.8,-23,,,,,
4.715,0.837,0.751,-0.145,6.042,0.854,115.845,98.685,-43.709,-29.405,19.508,41.733,-23.05,,,,,
4.72,0.837,0.751,-0.145,6.042,0.854,115.845,98.795,-44.269,-29.553,19.758,41.792,-23.092,,,,,
4.725,0.837,0.751,-0.145,6.042,0.854,115.845,98.91,-44.835,-29.707,20.017,42.017,-23.1,,,,,
4.73,0.761,0.751,-0.145,6.042,0.854,115.845,99.025,-45.396,-29.866,20.258,42.35,-23.108,,,,,
4.735,0.761,0.724,-0.134,7.813,0.183,125.427,99.168,-46.005,-30.048,20.433,42.908,-23.05,,,,,
4.74,0.761,0.724,-0.134,7.813,0.183,125.427,99.311,-46.609,-30.24,20.492,43.683,-22.925,,,,,
4.745,0.761,0.724,-0.134,7.813,0.183,125.427,99.459,-47.214,-30.438,20.417,44.608,-22.742,,,,,
4.75,0.877,0.724,-0.134,7.813,0.183,125.427,99.613,-47.818,-30.652,20.217,45.633,-22.567,,,,,
4.755,0.877,0.713,-0.134,7.629,1.892,132.813,99.767,-48.455,-30.872,19.908,46.625,-22.408,,,,,
4.76,0.877,0.713,-0.134,7.629,1.892,132.813,99.921,-49.098,-31.097,19.558,47.475,-22.342,,,,,
4.765,0.877,0.713,-0.134,7.629,1.892,132.813,100.085,-49.735,-31.339,19.208,48.192,-22.342,,,,,
4.77,0.854,0.713,-0.134,7.629,1.892,132.813,100.256,-50.372,-31.586,18.9,48.617,-22.383,,,,,
4.775,0.854,0.697,-0.135,9.094,3.845,143.433,100.437,-51.059,-31.838,18.683,48.758,-22.5,,,,,
4.78,0.854,0.697,-0.135,9.094,3.845,143.433,100.624,-51.751,-32.102,18.6,48.65,-22.658,,,,,
4.785,0.854,0.697,-0.135,9.094,3.845,143.433,100.822,-52.438,-32.366,18.633,48.408,-22.8,,,,,
4.79,0.863,0.697,-0.135,9.094,3.845,143.433,101.019,-53.119,-32.64,18.8,48.208,-22.933,,,,,
4.795,0.863,0.652,-0.152,11.536,4.211,151.367,101.25,-53.844,-32.926,19.05,48.175,-23.017,,,,,
4.8,0.863,0.652,-0.152,11.536,4.211,151.367,101.486,-54.564,-33.228,19.292,48.292,-23.075,,,,,
4.805,0.863,0.652,-0.152,11.536,4.211,151.367,101.733,-55.283,-33.536,19.558,48.725,-23.05,,,,,
4.81,0.932,0.652,-0.152,11.536,4.211,151.367,101.992,-55.997,-33.86,19.783,49.492,-22.983,,,,,
4.815,0.932,0.627,-0.127,14.343,3.113,155.273,102.294,-56.733,-34.217,19.925,50.492,-22.875,,,,,
4.82,0.932,0.627,-0.127,14.343,3.113,155.273,102.601,-57.464,-34.59,19.958,51.592,-22.775,,,,,
4.825,0.932,0.627,-0.127,14.343,3.113,155.273,102.925,-58.195,-34.98,19.875,52.625,-22.717,,,,,
4.83,0.888,0.627,-0.127,14.343,3.113,155.273,103.26,-58.925,-35.392,19.708,53.433,-22.717,,,,,
4.835,0.888,0.571,-0.144,15.076,0.671,160.95,103.651,-59.672,-35.854,19.517,54.067,-22.742,,,,,
4.84,0.888,0.571,-0.144,15.076,0.671,160.95,104.057,-60.425,-36.337,19.292,54.417,-22.825,,,,,
4.845,0.888,0.571,-0.144,15.076,0.671,160.95,104.485,-61.166,-36.843,19.117,54.5,-22.908,,,,,
4.85,0.961,0.571,-0.144,15.076,0.671,160.95,104.936,-61.913,-37.365,19.025,54.5,-23.025,,,,,
4.855,0.961,0.486,-0.123,16.541,-2.502,160.828,105.441,-62.65,-37.947,19.092,54.508,-23.142,,,,,
4.86,0.961,0.486,-0.123,16.541,-2.502,160.828,105.974,-63.38,-38.557,19.333,54.675,-23.192,,,,,
4.865,0.961,0.486,-0.123,16.541,-2.502,160.828,106.54,-64.111,-39.199,19.725,55.092,-23.25,,,,,
4.87,1.037,0.486,-0.123,16.541,-2.502,160.828,107.133,-64.841,-39.869,20.15,55.6,-23.275,,,,,
4.875,1.037,0.473,-0.142,16.296,0.732,168.762,107.748,-65.61,-40.567,20.633,56.358,-23.267,,,,,
4.88,1.037,0.473,-0.142,16.296,0.732,168.762,108.408,-66.374,-41.309,21.075,57.333,-23.208,,,,,
4.885,1.037,0.473,-0.142,16.296,0.732,168.762,109.105,-67.132,-42.094,21.375,58.417,-23.133,,,,,
4.89,0.958,0.473,-0.142,16.296,0.732,168.762,109.852,-67.89,-42.929,21.525,59.492,-23.067,,,,,
4.895,0.958,0.465,-0.148,15.137,-4.944,176.758,110.748,-68.67,-43.923,21.517,60.433,-23.008,,,,,
4.9,0.958,0.465,-0.148,15.137,-4.944,176.758,111.709,-69.439,-44.989,21.408,61.183,-23.008,,,,,
4.905,0.958,0.465,-0.148,15.137,-4.944,176.758,112.742,-70.203,-46.132,21.292,61.792,-23.025,,,,,
4.91,1.046,0.465,-0.148,15.137,-4.944,176.758,113.851,-70.961,-47.351,21.25,62.192,-23.117,,,,,
4.915,1.046,0.431,-0.144,13.184,-8.789,183.289,115.142,-71.73,-48.763,21.342,62.442,-23.225,,,,,
4.92,1.046,0.431,-0.144,13.184,-8.789,183.289,116.532,-72.488,-50.284,21.625,62.625,-23.325,,,,,
4.925,1.046,0.431,-0.144,13.184,-8.789,183.289,118.054,-73.235,-51.921,22.025,62.908,-23.383,,,,,
4.93,1.021,0.431,-0.144,13.184,-8.789,183.289,119.707,-73.965,-53.701,22.458,63.408,-23.375,,,,,
4.935,1.021,0.36,-0.12,12.634,-7.935,194.336,121.602,-74.734,-55.728,22.825,64.2,-23.308,,,,,
4.94,1.021,0.36,-0.12,12.634,-7.935,194.336,123.69,-75.482,-57.953,23.1,65.1,-23.192,,,,,
4.945,1.021,0.36,-0.12,12.634,-7.935,194.336,125.997,-76.207,-60.397,23.233,66.217,-23.092,,,,,
4.95,1.042,0.36,-0.12,12.634,-7.935,194.336,128.551,-76.904,-63.089,23.258,67.333,-23.008,,,,,
4.955,1.042,0.261,-0.111,12.451,-7.69,198.486,131.435,-77.585,-66.11,23.225,68.233,-22.958,,,,,
4.96,1.042,0.261,-0.111,12.451,-7.69,198.486,134.637,-78.239,-69.456,23.242,68.758,-23.033,,,,,
4.965,1.042,0.261,-0.111,12.451,-7.69,198.486,138.192,-78.843,-73.158,23.383,68.925,-23.142,,,,,
4.97,0.984,0.261,-0.111,12.451,-7.69,198.486,142.13,-79.404,-77.234,23.683,68.892,-23.3,,,,,
4.975,0.984,0.137,-0.133,14.038,-5.981,199.707,146.486,-79.915,-81.722,24.142,68.9,-23.408,,,,,
4.98,0.984,0.137,-0.133,14.038,-5.981,199.707,151.265,-80.365,-86.638,24.633,69.033,-23.483,,,,,
4.985,0.984,0.137,-0.133,14.038,-5.981,199.707,156.462,-80.739,-91.967,25.167,69.542,-23.467,,,,,
4.99,0.992,0.137,-0.133,14.038,-5.981,199.707,162.032,-81.024,-97.679,25.675,70.417,-23.325,,,,,
4.995,0.992,0.021,-0.153,18.799,-4.333,194.458,167.761,-81.227,-103.519,26.083,71.542,-23.192,,,,,
5,0.992,0.021,-0.153,18.799,-4.333,194.458,173.688,-81.337,-109.567,26.342,72.667,-23.067,,,,,
5.005,0.992,0.021,-0.153,18.799,-4.333,194.458,179.703,-81.348,-115.697,26.492,73.583,-23.05,,,,,
5.01,0.914,0.021,-0.153,18.799,-4.333,194.458,-174.326,-81.266,-121.783,26.583,74.175,-23.158,,,,,
5.015,0.914,-0.066,-0.169,26.184,-4.028,188.11,-168.684,-81.096,-127.502,26.675,74.55,-23.325,,,,,
5.02,0.914,-0.066,-0.169,26.184,-4.028,188.11,-163.295,-80.843,-132.968,26.817,74.642,-23.567,,,,,
5.025,0.914,-0.066,-0.169,26.184,-4.028,188.11,-158.231,-80.513,-138.109,27.083,74.592,-23.792,,,,,
5.03,0.973,-0.066,-0.169,26.184,-4.028,188.11,-153.534,-80.118,-142.888,27.508,74.592,-24.017,,,,,
5.035,0.973,-0.104,-0.159,32.593,-2.808,178.772,-149.381,-79.684,-147.085,28.1,74.767,-24.142,,,,,
5.04,0.973,-0.104,-0.159,32.593,-2.808,178.772,-145.569,-79.206,-150.941,28.8,75.208,-24.183,,,,,
5.045,0.973,-0.104,-0.159,32.593,-2.808,178.772,-142.086,-78.679,-154.473,29.55,75.917,-24.183,,,,,
5.05,0.921,-0.104,-0.159,32.593,-2.808,178.772,-138.911,-78.118,-157.692,30.233,76.692,-24.167,,,,,
5.055,0.921,-0.108,-0.147,35.522,-0.061,177.551,-135.983,-77.542,-160.653,30.833,77.592,-24.142,,,,,
5.06,0.921,-0.108,-0.147,35.522,-0.061,177.551,-133.319,-76.932,-163.356,31.275,78.5,-24.108,,,,,
5.065,0.921,-0.108,-0.147,35.522,-0.061,177.551,-130.886,-76.3,-165.822,31.592,79.317,-24.158,,,,,
5.07,0.879,-0.108,-0.147,35.522,-0.061,177.551,-128.661,-75.646,-168.08,31.817,79.958,-24.267,,,,,
5.075,0.879,-0.13,-0.11,33.386,-4.15,172.485,-126.76,-74.982,-170.03,32.008,80.392,-24.458,,,,,
5.08,0.879,-0.13,-0.11,33.386,-4.15,172.485,-125.013,-74.301,-171.821,32.3,80.608,-24.7,,,,,
5.085,0.879,-0.13,-0.11,33.386,-4.15,172.485,-123.404,-73.608,-173.469,32.633,80.733,-24.917,,,,,
5.09,0.907,-0.13,-0.11,33.386,-4.15,172.485,-121.926,-72.911,-174.996,33.108,80.75,-25.117,,,,,
5.095,0.907,-0.182,-0.106,27.344,-4.028,170.41,-120.597,-72.208,-176.391,33.717,80.783,-25.3,,,,,
5.1,0.907,-0.182,-0.106,27.344,-4.028,170.41,-119.372,-71.499,-177.693,34.417,80.942,-25.425,,,,,
5.105,0.907,-0.182,-0.106,27.344,-4.028,170.41,-118.229,-70.779,-178.912,35.117,81.317,-25.508,,,,,
5.11,0.771,-0.182,-0.106,27.344,-4.028,170.41,-117.169,-70.054,179.945,35.767,81.942,-25.567,,,,,
5.115,0.771,-0.239,-0.111,24.719,-6.287,165.527,-116.246,-69.346,178.934,36.3,82.775,-25.592,,,,,
5.12,0.771,-0.239,-0.111,24.719,-6.287,165.527,-115.384,-68.626,177.984,36.733,83.642,-25.6,,,,,
5.125,0.771,-0.239,-0.111,24.719,-6.287,165.527,-114.576,-67.906,177.083,37.042,84.583,-25.633,,,,,
5.13,0.798,-0.239,-0.111,24.719,-6.287,165.527,-113.813,-67.176,176.232,37.242,85.425,-25.65,,,,,
5.135,0.798,-0.285,-0.12,22.522,-6.531,158.02,-113.143,-66.484,175.463,37.408,86.033,-25.692,,,,,
5.14,0.798,-0.285,-0.12,22.522,-6.531,158.02,-112.511,-65.786,174.732,37.592,86.317,-25.775,,,,,
5.145,0.798,-0.285,-0.12,22.522,-6.531,158.02,-111.907,-65.089,174.034,37.867,86.267,-25.892,,,,,
5.15,0.768,-0.285,-0.12,22.522,-6.531,158.02,-111.335,-64.385,173.37,38.242,85.95,-26.092,,,,,
5.155,0.768,-0.336,-0.13,20.996,-7.813,151.062,-110.836,-63.71,172.776,38.675,85.533,-26.3,,,,,
5.16,0.768,-0.336,-0.13,20.996,-7.813,151.062,-110.358,-63.034,172.2,39.25,85.008,-26.5,,,,,
5.165,0.768,-0.336,-0.13,20.996,-7.813,151.062,-109.902,-62.358,171.65,39.917,84.542,-26.717,,,,,
5.17,0.666,-0.336,-0.13,20.996,-7.813,151.062,-109.462,-61.677,171.123,40.667,84.258,-26.9,,,,,
5.175,0.666,-0.409,-0.123,18.982,-11.353,139.282,-109.122,-61.046,170.684,41.458,84.267,-27.033,,,,,
5.18,0.666,-0.409,-0.123,18.982,-11.353,139.282,-108.787,-60.414,170.261,42.233,84.592,-27.142,,,,,
5.185,0.666,-0.409,-0.123,18.982,-11.353,139.282,-108.463,-59.782,169.854,42.95,85.2,-27.183,,,,,
5.19,0.692,-0.409,-0.123,18.982,-11.353,139.282,-108.149,-59.145,169.459,43.6,85.875,-27.192,,,,,
5.195,0.692,-0.479,-0.125,18.555,-14.221,125.122,-107.902,-58.568,169.146,44.142,86.717,-27.175,,,,,
5.2,0.692,-0.479,-0.125,18.555,-14.221,125.122,-107.661,-57.997,168.838,44.608,87.6,-27.117,,,,,
5.205,0.692,-0.479,-0.125,18.555,-14.221,125.122,-107.43,-57.42,168.536,44.992,88.442,-27.083,,,,,
5.21,0.678,-0.479,-0.125,18.555,-14.221,125.122,-107.199,-56.843,168.245,45.3,89.158,-27.058,,,,,
5.215,0.678,-0.521,-0.118,20.447,-19.226,113.647,-107.023,-56.31,168.036,45.567,89.658,-27.075,,,,,
5.22,0.678,-0.521,-0.118,20.447,-19.226,113.647,-106.853,-55.778,167.827,45.775,89.917,-27.133,,,,,
5.225,0.678,-0.521,-0.118,20.447,-19.226,113.647,-106.683,-55.245,167.624,45.958,90.033,-27.2,,,,,
5.23,0.678,-0.521,-0.118,20.447,-19.226,113.647,-106.512,-54.712,167.426,46.142,89.908,-27.308,,,,,
5.235,0.704,-0.521,-0.118,20.447,-19.226,113.647,-106.348,-54.179,167.234,46.35,89.592,-27.467,,,,,
5.24,0.704,-0.511,-0.085,19.47,-15.564,105.896,-106.177,-53.685,167.031,46.6,89.158,-27.692,,,,,
5.245,0.704,-0.511,-0.085,19.47,-15.564,105.896,-106.013,-53.19,166.833,46.908,88.658,-27.925,,,,,
5.25,0.704,-0.511,-0.085,19.47,-15.564,105.896,-105.848,-52.696,166.641,47.308,88.15,-28.167,,,,,
5.255,0.608,-0.511,-0.085,19.47,-15.564,105.896,-105.683,-52.202,166.454,47.775,87.7,-28.383,,,,,
5.26,0.608,-0.541,-0.074,17.334,-14.709,94.36,-105.546,-51.762,166.284,48.267,87.3,-28.558,,,,,
5.265,0.608,-0.541,-0.074,17.334,-14.709,94.36,-105.408,-51.323,166.119,48.825,87.008,-28.717,,,,,
5.27,0.608,-0.541,-0.074,17.334,-14.709,94.36,-105.271,-50.883,165.954,49.442,86.85,-28.792,,,,,
5.275,0.624,-0.541,-0.074,17.334,-14.709,94.36,-105.139,-50.444,165.795,50.1,86.833,-28.85,,,,,
5.28,0.624,-0.59,-0.083,16.052,-12.207,81.97,-105.013,-50.065,165.646,50.783,86.967,-28.85,,,,,
5.285,0.624,-0.59,-0.083,16.052,-12.207,81.97,-104.892,-49.686,165.493,51.492,87.242,-28.817,,,,,
5.29,0.624,-0.59,-0.083,16.052,-12.207,81.97,-104.766,-49.307,165.344,52.175,87.633,-28.783,,,,,
5.295,0.548,-0.59,-0.083,16.052,-12.207,81.97,-104.645,-48.922,165.201,52.8,88.042,-28.75,,,,,
5.3,0.548,-0.648,-0.057,13.123,-12.451,70.801,-104.551,-48.598,165.081,53.392,88.517,-28.733,,,,,
5.305,0.548,-0.648,-0.057,13.123,-12.451,70.801,-104.458,-48.263,164.96,53.925,89.025,-28.75,,,,,
5.31,0.548,-0.648,-0.057,13.123,-12.451,70.801,-104.365,-47.933,164.839,54.4,89.55,-28.75,,,,,
5.315,0.532,-0.648,-0.057,13.123,-12.451,70.801,-104.271,-47.598,164.718,54.817,90.083,-28.717,,,,,
5.32,0.532,-0.685,-0.068,9.583,-12.817,54.81,-104.216,-47.34,164.636,55.183,90.608,-28.65,,,,,
5.325,0.532,-0.685,-0.068,9.583,-12.817,54.81,-104.161,-47.082,164.548,55.5,91.092,-28.583,,,,,
5.33,0.532,-0.685,-0.068,9.583,-12.817,54.81,-104.101,-46.818,164.46,55.758,91.542,-28.508,,,,,
5.335,0.559,-0.685,-0.068,9.583,-12.817,54.81,-104.046,-46.56,164.377,55.975,91.958,-28.483,,,,,
5.34,0.559,-0.679,-0.077,8.728,-6.897,39.673,-103.98,-46.373,164.279,56.133,92.342,-28.483,,,,,
5.345,0.559,-0.679,-0.077,8.728,-6.897,39.673,-103.914,-46.192,164.18,56.25,92.667,-28.492,,,,,
5.35,0.559,-0.679,-0.077,8.728,-6.897,39.673,-103.848,-46.005,164.075,56.342,92.95,-28.55,,,,,
5.355,0.5,-0.679,-0.077,8.728,-6.897,39.673,-103.782,-45.818,163.976,56.4,93.183,-28.583,,,,,
5.36,0.5,-0.662,-0.051,5.066,-2.869,23.56,-103.733,-45.714,163.878,56.433,93.383,-28.633,,,,,
5.365,0.5,-0.662,-0.051,5.066,-2.869,23.56,-103.678,-45.604,163.779,56.467,93.575,-28.692,,,,,
5.37,0.5,-0.662,-0.051,5.066,-2.869,23.56,-103.629,-45.5,163.68,56.492,93.733,-28.742,,,,,
5.375,0.542,-0.662,-0.051,5.066,-2.869,23.56,-103.574,-45.39,163.581,56.5,93.867,-28.808,,,,,
5.38,0.542,-0.656,-0.034,-1.282,0.549,7.935,-103.552,-45.363,163.488,56.517,93.967,-28.883,,,,,
5.385,0.542,-0.656,-0.034,-1.282,0.549,7.935,-103.535,-45.33,163.389,56.508,94.05,-28.95,,,,,
5.39,0.542,-0.656,-0.034,-1.282,0.549,7.935,-103.508,-45.297,163.295,56.5,94.108,-29.033,,,,,
5.395,0.541,-0.656,-0.034,-1.282,0.549,7.935,-103.486,-45.264,163.196,56.475,94.167,-29.083,,,,,
5.4,0.541,-0.666,-0.056,-6.897,6.287,-4.578,-103.475,-45.302,163.081,56.458,94.217,-29.108,,,,,
5.405,0.541,-0.666,-0.056,-6.897,6.287,-4.578,-103.469,-45.335,162.966,56.45,94.258,-29.133,,,,,
5.41,0.541,-0.666,-0.056,-6.897,6.287,-4.578,-103.458,-45.363,162.856,56.433,94.3,-29.108,,,,,
5.415,0.471,-0.666,-0.056,-6.897,6.287,-4.578,-103.442,-45.396,162.74,56.408,94.358,-29.025,,,,,
5.42,0.471,-0.673,-0.076,-10.071,10.01,-19.653,-103.447,-45.505,162.62,56.4,94.425,-28.95,,,,,
5.425,0.471,-0.673,-0.076,-10.071,10.01,-19.653,-103.447,-45.61,162.504,56.375,94.492,-28.883,,,,,
5.43,0.471,-0.673,-0.076,-10.071,10.01,-19.653,-103.453,-45.714,162.389,56.367,94.558,-28.808,,,,,
5.435,0.445,-0.673,-0.076,-10.071,10.01,-19.653,-103.453,-45.813,162.268,56.392,94.617,-28.783,,,,,
5.44,0.445,-0.669,-0.083,-12.024,11.78,-39.185,-103.475,-46.011,162.175,56.442,94.683,-28.75,,,,,
5.445,0.445,-0.669,-0.083,-12.024,11.78,-39.185,-103.497,-46.208,162.076,56.533,94.767,-28.7,,,,,
5.45,0.445,-0.669,-0.083,-12.024,11.78,-39.185,-103.524,-46.401,161.977,56.65,94.833,-28.625,,,,,
5.455,0.449,-0.669,-0.083,-12.024,11.78,-39.185,-103.546,-46.593,161.878,56.775,94.883,-28.575,,,,,
5.46,0.449,-0.657,-0.101,-13.489,12.756,-60.547,-103.596,-46.89,161.812,56.892,94.867,-28.525,,,,,
5.465,0.449,-0.657,-0.101,-13.489,12.756,-60.547,-103.645,-47.181,161.741,57.017,94.758,-28.508,,,,,
5.47,0.449,-0.657,-0.101,-13.489,12.756,-60.547,-103.694,-47.472,161.675,57.133,94.583,-28.525,,,,,
5.475,0.506,-0.657,-0.101,-13.489,12.756,-60.547,-103.744,-47.763,161.603,57.225,94.375,-28.542,,,,,
5.48,0.506,-0.634,-0.105,-15.076,12.817,-80.688,-103.832,-48.148,161.57,57.308,94.042,-28.542,,,,,
5.485,0.506,-0.634,-0.105,-15.076,12.817,-80.688,-103.914,-48.538,161.537,57.325,93.6,-28.558,,,,,
5.49,0.506,-0.634,-0.105,-15.076,12.817,-80.688,-104.002,-48.917,161.51,57.258,93.042,-28.567,,,,,
5.495,0.513,-0.634,-0.105,-15.076,12.817,-80.688,-104.09,-49.301,161.477,57.092,92.375,-28.592,,,,,
5.5,0.513,-0.59,-0.103,-17.151,12.878,-98.267,-104.211,-49.768,161.483,56.8,91.633,-28.65,,,,,
5.505,0.513,-0.59,-0.103,-17.151,12.878,-98.267,-104.337,-50.229,161.488,56.4,90.858,-28.717,,,,,
5.51,0.513,-0.59,-0.103,-17.151,12.878,-98.267,-104.464,-50.696,161.494,55.967,90.133,-28.808,,,,,
5.515,0.523,-0.59,-0.103,-17.151,12.878,-98.267,-104.59,-51.158,161.505,55.417,89.45,-28.875,,,,,
5.52,0.523,-0.533,-0.082,-21.301,11.536,-119.812,-104.782,-51.718,161.57,54.8,88.917,-28.942,,,,,
5.525,0.523,-0.533,-0.082,-21.301,11.536,-119.812,-104.98,-52.278,161.642,54.142,88.6,-28.917,,,,,
5.53,0.523,-0.533,-0.082,-21.301,11.536,-119.812,-105.178,-52.844,161.713,53.475,88.558,-28.842,,,,,
5.535,0.596,-0.533,-0.082,-21.301,11.536,-119.812,-105.386,-53.399,161.796,52.85,88.783,-28.733,,,,,
5.54,0.596,-0.494,-0.091,-26.062,14.465,-139.099,-105.634,-54.053,161.9,52.3,89.242,-28.558,,,,,
5.545,0.596,-0.494,-0.091,-26.062,14.465,-139.099,-105.892,-54.706,162.015,51.808,89.758,-28.4,,,,,
5.55,0.596,-0.494,-0.091,-26.062,14.465,-139.099,-106.155,-55.36,162.136,51.4,90.325,-28.208,,,,,
5.555,0.632,-0.494,-0.091,-26.062,14.465,-139.099,-106.43,-56.014,162.268,51.092,90.758,-28.025,,,,,
5.56,0.632,-0.443,-0.096,-29.541,13.855,-156.677,-106.771,-56.744,162.455,50.842,90.95,-27.892,,,,,
5.565,0.632,-0.443,-0.096,-29.541,13.855,-156.677,-107.122,-57.48,162.658,50.65,90.783,-27.792,,,,,
5.57,0.632,-0.443,-0.096,-29.541,13.855,-156.677,-107.49,-58.211,162.872,50.45,90.25,-27.783,,,,,
5.575,0.669,-0.443,-0.096,-29.541,13.855,-156.677,-107.858,-58.942,163.032,50.167,89.483,-27.85,,,,,
5.58,0.669,-0.394,-0.113,-33.875,7.507,-174.438,-108.364,-59.749,163.317,49.85,88.683,-27.917,,,,,
5.585,0.669,-0.394,-0.113,-33.875,7.507,-174.438,-108.885,-60.557,163.625,49.375,87.9,-27.992,,,,,
5.59,0.669,-0.394,-0.113,-33.875,7.507,-174.438,-109.44,-61.359,163.965,48.733,87.325,-27.992,,,,,
5.595,0.78,-0.394,-0.113,-33.875,7.507,-174.438,-110.023,-62.161,164.328,47.933,87.092,-27.883,,,,,
5.6,0.78,-0.344,-0.085,-35.034,7.08,-187.5,-110.687,-63.018,164.778,47.042,87.208,-27.692,,,,,
5.605,0.78,-0.344,-0.085,-35.034,7.08,-187.5,-111.39,-63.869,165.273,46.167,87.592,-27.425,,,,,
5.61,0.78,-0.344,-0.085,-35.034,7.08,-187.5,-112.137,-64.72,165.806,45.4,88.058,-27.142,,,,,
5.615,0.77,-0.344,-0.085,-35.034,7.08,-187.5,-112.928,-65.572,166.388,44.75,88.45,-26.875,,,,,
5.62,0.77,-0.306,-0.095,-34.424,8.728,-198.303,-113.807,-66.467,167.058,44.267,88.633,-26.65,,,,,
5.625,0.77,-0.306,-0.095,-34.424,8.728,-198.303,-114.741,-67.357,167.794,43.917,88.5,-26.508,,,,,
